experience,city,salary_lpa,skill_Python,skill_Machine_Learning,skill_SQL,skill_Java,skill_JavaScript,skill_React,skill_Node.js,skill_AWS,skill_Docker,skill_Kubernetes,skill_Data_Analysis,skill_Deep_Learning,skill_NLP,skill_Computer_Vision,skill_TensorFlow
9,Delhi NCR,17.24,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
5,Pune,15.97,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0
10,Delhi NCR,18.72,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
2,Delhi NCR,9.31,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9,Mumbai,12.34,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7,Chennai,13.78,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
5,Noida,11.74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Mumbai,18.72,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
3,Chennai,6.72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
8,Noida,14.58,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
11,Hyderabad,19.79,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
10,Bangalore,17.18,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
12,Noida,16.66,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0
10,Pune,18.7,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0
9,Mumbai,16.06,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
8,Kolkata,13.64,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
4,Chennai,14.61,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0
1,Delhi NCR,12.36,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
5,Delhi NCR,9.78,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7,Delhi NCR,16.82,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
4,Bangalore,13.91,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
5,Pune,14.96,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
14,Bangalore,22.25,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
6,Hyderabad,13.07,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
4,Bangalore,12.41,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14,Chennai,18.19,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
8,Pune,8.95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13,Noida,18.67,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
8,Chennai,11.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
11,Bangalore,21.96,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
5,Noida,15.86,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0
3,Hyderabad,12.84,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
12,Bangalore,22.18,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1
6,Kolkata,14.69,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
6,Bangalore,18.12,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
10,Mumbai,16.45,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
11,Hyderabad,14.54,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9,Kolkata,14.25,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6,Chennai,14.89,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0
7,Hyderabad,10.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,Hyderabad,12.45,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1
4,Delhi NCR,10.01,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
13,Noida,16.72,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
9,Mumbai,15.05,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,Delhi NCR,8.57,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
13,Hyderabad,17.63,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
6,Bangalore,18.47,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1
9,Pune,10.43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,Pune,6.66,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Mumbai,16.24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7,Delhi NCR,11.92,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10,Noida,16.76,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
12,Bangalore,16.57,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
7,Pune,10.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,Hyderabad,10.8,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
12,Chennai,16.57,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0
8,Bangalore,17.34,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0
15,Pune,19.15,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1,Delhi NCR,10.06,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
10,Chennai,18.93,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0
11,Kolkata,11.73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,Delhi NCR,17.09,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1
15,Bangalore,24.88,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
6,Hyderabad,15.18,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
12,Delhi NCR,17.63,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,Delhi NCR,7.91,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15,Pune,15.96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5,Kolkata,10.09,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0
13,Pune,14.83,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,Hyderabad,11.85,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0
0,Kolkata,7.94,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
7,Hyderabad,11.47,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4,Bangalore,14.98,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0
4,Noida,8.35,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
11,Bangalore,20.71,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0
0,Pune,7.82,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1
7,Mumbai,13.77,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
10,Chennai,13.18,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
2,Chennai,11.25,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1
6,Noida,13.92,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
10,Mumbai,16.65,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
10,Noida,13.4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
9,Noida,13.67,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,Kolkata,10.02,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
7,Pune,12.07,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
0,Delhi NCR,9.66,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
12,Hyderabad,16.67,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10,Mumbai,15.03,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
13,Mumbai,19.56,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
3,Chennai,6.74,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,Delhi NCR,12.89,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,Hyderabad,10.81,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
14,Hyderabad,17.78,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5,Kolkata,13.44,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
10,Noida,17.61,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
3,Delhi NCR,11.51,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1
3,Kolkata,9.49,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
9,Mumbai,16.67,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
14,Bangalore,20.35,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
3,Pune,13.83,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
7,Hyderabad,8.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,Kolkata,11.28,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
1,Kolkata,8.12,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
12,Hyderabad,17.79,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
12,Pune,15.92,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
5,Pune,11.39,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
0,Bangalore,7.04,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11,Bangalore,14.96,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,Noida,9.12,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
6,Delhi NCR,13.35,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
10,Noida,12.43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12,Hyderabad,18.5,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
15,Chennai,16.41,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15,Chennai,19.01,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
7,Delhi NCR,18.51,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1
12,Pune,20.72,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1
4,Kolkata,13.18,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1
12,Mumbai,20.09,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
0,Delhi NCR,4.97,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,Chennai,6.66,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
15,Bangalore,26.96,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
14,Hyderabad,18.96,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
15,Delhi NCR,21.27,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
10,Chennai,17.03,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0
3,Delhi NCR,11.44,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
2,Hyderabad,7.87,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,Bangalore,12.17,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
14,Mumbai,18.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3,Delhi NCR,10.4,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
2,Hyderabad,12.47,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0
4,Kolkata,11.86,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0
9,Bangalore,23.44,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1
9,Pune,17.69,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1
13,Chennai,16.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,Noida,7.36,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
9,Chennai,11.26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15,Hyderabad,23.66,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1
7,Hyderabad,15.46,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
11,Delhi NCR,14.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,Noida,5.79,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
15,Mumbai,16.61,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,Noida,15.05,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
15,Hyderabad,17.4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,Delhi NCR,8.8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
5,Bangalore,10.23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
8,Mumbai,13.37,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1,Kolkata,5.57,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11,Noida,13.89,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
9,Kolkata,13.59,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0
9,Hyderabad,18.6,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
5,Hyderabad,15.36,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
13,Pune,13.26,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2,Pune,9.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8,Kolkata,12.48,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
6,Hyderabad,13.13,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
8,Delhi NCR,17.55,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
14,Hyderabad,15.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,Delhi NCR,14.66,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
1,Delhi NCR,12.66,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1
7,Pune,10.65,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
14,Hyderabad,24.45,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2,Kolkata,10.68,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
2,Hyderabad,12.31,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
7,Delhi NCR,14.18,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0
15,Kolkata,12.73,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,Noida,10.67,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
5,Chennai,9.79,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
5,Mumbai,18.02,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0
12,Mumbai,21.06,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0
13,Bangalore,20.28,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
10,Bangalore,16.86,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,Mumbai,14.0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
5,Pune,11.58,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
12,Chennai,11.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,Mumbai,15.52,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
12,Kolkata,18.24,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1
5,Bangalore,11.99,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12,Hyderabad,21.59,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0
7,Chennai,11.25,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2,Pune,10.71,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
10,Mumbai,15.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,Delhi NCR,16.97,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1
12,Mumbai,22.75,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
11,Pune,13.06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,Chennai,13.89,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0,Mumbai,7.61,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
10,Bangalore,26.01,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
13,Mumbai,22.77,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0
8,Noida,18.39,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
15,Noida,17.39,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
15,Pune,17.27,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14,Pune,25.56,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
14,Pune,20.06,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
8,Pune,15.21,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0
13,Pune,17.86,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1,Bangalore,7.38,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12,Bangalore,24.56,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
9,Kolkata,17.69,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0
2,Pune,12.32,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0
5,Delhi NCR,10.97,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
12,Delhi NCR,16.45,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
5,Noida,13.8,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0
1,Mumbai,12.25,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0
1,Noida,5.92,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14,Bangalore,22.53,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
11,Noida,16.33,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4,Pune,9.35,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,Delhi NCR,8.4,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
5,Kolkata,13.25,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0
10,Bangalore,20.43,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
12,Delhi NCR,18.62,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0
0,Bangalore,8.68,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
12,Kolkata,12.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Noida,7.36,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
15,Mumbai,20.67,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
15,Hyderabad,20.11,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
4,Noida,13.77,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
7,Noida,13.61,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
15,Kolkata,16.89,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
8,Pune,14.69,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
4,Mumbai,11.63,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10,Delhi NCR,20.07,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
14,Bangalore,25.71,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
13,Pune,19.79,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
2,Hyderabad,10.69,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
3,Noida,7.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
15,Delhi NCR,21.98,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
5,Noida,16.07,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
2,Kolkata,9.06,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
10,Bangalore,22.6,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0
7,Mumbai,14.01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,Delhi NCR,13.46,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,Pune,8.8,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1
6,Chennai,15.07,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0
2,Pune,6.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9,Hyderabad,13.87,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
14,Kolkata,18.61,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1
2,Chennai,5.93,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,Kolkata,11.94,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1
14,Hyderabad,18.16,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
1,Kolkata,3.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,Delhi NCR,12.44,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
0,Bangalore,14.01,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1
5,Hyderabad,9.68,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
15,Bangalore,19.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,Pune,8.24,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0
10,Hyderabad,14.15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9,Bangalore,16.86,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
3,Chennai,7.21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,Noida,8.63,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,Kolkata,6.66,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3,Pune,12.33,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1
9,Mumbai,19.69,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
7,Mumbai,12.97,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
6,Chennai,15.3,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0
1,Kolkata,5.71,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15,Chennai,21.31,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
7,Delhi NCR,10.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12,Kolkata,19.76,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
15,Hyderabad,24.73,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
6,Chennai,9.28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15,Mumbai,24.19,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
9,Kolkata,10.05,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,Hyderabad,17.82,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0
5,Delhi NCR,9.76,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
7,Noida,19.78,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
3,Pune,12.6,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0
2,Bangalore,9.66,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
14,Hyderabad,22.51,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
15,Bangalore,26.19,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0
4,Delhi NCR,12.04,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0
5,Noida,13.24,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
8,Kolkata,11.85,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
15,Delhi NCR,22.14,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0
9,Mumbai,17.24,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
10,Hyderabad,20.9,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1
12,Hyderabad,15.74,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
4,Kolkata,10.0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
6,Mumbai,15.15,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
12,Kolkata,19.58,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1
12,Delhi NCR,20.75,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
4,Bangalore,12.79,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0
2,Mumbai,13.21,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
9,Delhi NCR,16.82,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
8,Mumbai,12.78,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10,Noida,12.49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,Mumbai,23.7,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
8,Pune,13.27,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
9,Mumbai,13.74,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
7,Pune,12.44,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
10,Bangalore,18.29,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
9,Mumbai,17.61,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
3,Delhi NCR,9.98,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
8,Mumbai,16.77,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1
14,Chennai,15.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,Noida,10.75,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
13,Noida,18.5,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
1,Bangalore,7.58,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,Delhi NCR,14.08,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,Kolkata,6.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,Bangalore,11.83,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
3,Hyderabad,5.64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,Chennai,10.68,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2,Kolkata,9.92,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
0,Pune,6.08,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6,Kolkata,12.49,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
9,Bangalore,21.23,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0
10,Chennai,19.53,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0
0,Bangalore,9.08,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2,Pune,15.06,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1
2,Noida,7.42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,Delhi NCR,9.83,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2,Mumbai,10.12,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1
4,Mumbai,13.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
7,Noida,14.21,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1
7,Delhi NCR,11.31,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7,Delhi NCR,15.43,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,Bangalore,16.94,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
9,Mumbai,14.24,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
15,Noida,19.49,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
5,Pune,11.07,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
13,Kolkata,15.95,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
13,Bangalore,18.65,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13,Bangalore,22.55,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
2,Mumbai,10.36,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
14,Chennai,17.87,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
10,Delhi NCR,19.95,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0
14,Chennai,15.47,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,Mumbai,14.59,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
0,Kolkata,8.55,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
12,Delhi NCR,20.26,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0
